Episode, Reward, Steps, Loss, Entropy
475.0000,20.0000,20.0000,5.2506,0.6374
476.0000,22.0000,22.0000,6.2893,0.6593
477.0000,23.0000,23.0000,5.3082,0.6290
478.0000,12.0000,12.0000,7.9541,0.6147
479.0000,15.0000,15.0000,7.0341,0.6649
480.0000,14.0000,14.0000,9.5376,0.6289
481.0000,21.0000,21.0000,5.6326,0.6629
482.0000,13.0000,13.0000,8.7733,0.6403
483.0000,8.0000,8.0000,3.6455,0.4859
484.0000,21.0000,21.0000,7.4358,0.6139
485.0000,15.0000,15.0000,4.4707,0.6008
486.0000,11.0000,11.0000,6.1054,0.5753
487.0000,14.0000,14.0000,6.5853,0.5578
488.0000,19.0000,19.0000,5.5286,0.6388
489.0000,30.0000,30.0000,5.3436,0.6357
490.0000,24.0000,24.0000,4.0640,0.6189
491.0000,68.0000,68.0000,2.4655,0.6256
492.0000,31.0000,31.0000,3.3219,0.6451
493.0000,28.0000,28.0000,5.8952,0.6543
494.0000,21.0000,21.0000,9.7218,0.5581
495.0000,19.0000,19.0000,4.9648,0.6005
496.0000,36.0000,36.0000,2.9713,0.6307
497.0000,46.0000,46.0000,3.4079,0.6401
498.0000,22.0000,22.0000,5.3435,0.6442
499.0000,33.0000,33.0000,4.2428,0.6632
500.0000,36.0000,36.0000,4.9348,0.6491
501.0000,31.0000,31.0000,5.0091,0.6424
502.0000,99.0000,99.0000,2.9674,0.6333
503.0000,32.0000,32.0000,4.3043,0.6257
504.0000,27.0000,27.0000,5.0726,0.6470
505.0000,31.0000,31.0000,3.4060,0.5893
506.0000,53.0000,53.0000,2.9133,0.6057
507.0000,24.0000,24.0000,11.8217,0.5957
508.0000,50.0000,50.0000,3.0902,0.6415
509.0000,32.0000,32.0000,4.1516,0.6227
510.0000,27.0000,27.0000,4.8492,0.5748
511.0000,26.0000,26.0000,6.5242,0.6502
512.0000,37.0000,37.0000,4.9985,0.6488
513.0000,42.0000,42.0000,7.0081,0.6394
514.0000,32.0000,32.0000,5.1285,0.5974
515.0000,56.0000,56.0000,3.5384,0.6375
516.0000,11.0000,11.0000,16.0557,0.4354
517.0000,39.0000,39.0000,6.4944,0.6235
518.0000,21.0000,21.0000,10.5696,0.5958
519.0000,87.0000,87.0000,2.6676,0.6419
520.0000,41.0000,41.0000,4.9499,0.6344
521.0000,49.0000,49.0000,4.2852,0.6073
522.0000,60.0000,60.0000,4.9456,0.6403
523.0000,68.0000,68.0000,1.7554,0.5792
524.0000,54.0000,54.0000,3.8895,0.6116
525.0000,116.0000,116.0000,3.2953,0.6410
526.0000,64.0000,64.0000,3.6117,0.6035
527.0000,61.0000,61.0000,5.9189,0.6315
528.0000,45.0000,45.0000,7.4499,0.6312
529.0000,26.0000,26.0000,7.8917,0.5502
530.0000,44.0000,44.0000,4.5341,0.5941
531.0000,54.0000,54.0000,6.2069,0.6274
532.0000,36.0000,36.0000,5.9044,0.5999
533.0000,27.0000,27.0000,7.4625,0.5882
534.0000,12.0000,12.0000,22.1469,0.6021
535.0000,45.0000,45.0000,4.8214,0.6224
536.0000,23.0000,23.0000,15.6906,0.6290
537.0000,35.0000,35.0000,5.8508,0.6147
538.0000,33.0000,33.0000,5.6114,0.5897
539.0000,37.0000,37.0000,10.9867,0.6204
540.0000,30.0000,30.0000,11.7375,0.6094
541.0000,42.0000,42.0000,9.2524,0.6414
542.0000,29.0000,29.0000,13.5884,0.6142
543.0000,20.0000,20.0000,14.8063,0.6065
544.0000,50.0000,50.0000,4.6642,0.6243
545.0000,39.0000,39.0000,9.5229,0.6111
546.0000,48.0000,48.0000,5.3426,0.5861
547.0000,84.0000,84.0000,5.2127,0.6196
548.0000,23.0000,23.0000,19.4376,0.6178
549.0000,82.0000,82.0000,2.8958,0.5980
550.0000,39.0000,39.0000,8.9176,0.6102
551.0000,38.0000,38.0000,5.0696,0.5839
552.0000,115.0000,115.0000,4.6023,0.6285
553.0000,33.0000,33.0000,11.6542,0.6079
554.0000,68.0000,68.0000,3.9913,0.6101
