Episode, Reward, Steps, Loss, Entropy
365.0000,500.0000,500.0000,0.1854,0.5370
366.0000,500.0000,500.0000,0.1854,0.5370
367.0000,500.0000,500.0000,0.1854,0.5370
368.0000,500.0000,500.0000,0.1854,0.5370
369.0000,303.0000,303.0000,0.1854,0.5370
370.0000,500.0000,500.0000,0.3662,0.5277
371.0000,500.0000,500.0000,0.3662,0.5277
372.0000,500.0000,500.0000,0.3662,0.5277
373.0000,500.0000,500.0000,0.3662,0.5277
374.0000,352.0000,352.0000,0.3662,0.5277
375.0000,500.0000,500.0000,0.1221,0.5218
376.0000,500.0000,500.0000,0.1221,0.5218
377.0000,500.0000,500.0000,0.1221,0.5218
378.0000,500.0000,500.0000,0.1221,0.5218
379.0000,500.0000,500.0000,0.1221,0.5218
380.0000,500.0000,500.0000,0.3739,0.5216
381.0000,500.0000,500.0000,0.3739,0.5216
382.0000,417.0000,417.0000,0.3739,0.5216
383.0000,500.0000,500.0000,0.3739,0.5216
384.0000,500.0000,500.0000,0.3739,0.5216
385.0000,500.0000,500.0000,0.4840,0.5256
386.0000,500.0000,500.0000,0.4840,0.5256
387.0000,500.0000,500.0000,0.4840,0.5256
388.0000,500.0000,500.0000,0.4840,0.5256
389.0000,500.0000,500.0000,0.4840,0.5256
390.0000,500.0000,500.0000,0.3996,0.5258
391.0000,500.0000,500.0000,0.3996,0.5258
392.0000,500.0000,500.0000,0.3996,0.5258
393.0000,500.0000,500.0000,0.3996,0.5258
394.0000,500.0000,500.0000,0.3996,0.5258
395.0000,500.0000,500.0000,0.2145,0.5288
396.0000,500.0000,500.0000,0.2145,0.5288
397.0000,500.0000,500.0000,0.2145,0.5288
398.0000,500.0000,500.0000,0.2145,0.5288
399.0000,500.0000,500.0000,0.2145,0.5288
400.0000,500.0000,500.0000,0.5924,0.5249
401.0000,500.0000,500.0000,0.5924,0.5249
402.0000,500.0000,500.0000,0.5924,0.5249
403.0000,500.0000,500.0000,0.5924,0.5249
404.0000,500.0000,500.0000,0.5924,0.5249
405.0000,500.0000,500.0000,-0.0306,0.5370
406.0000,474.0000,474.0000,-0.0306,0.5370
407.0000,409.0000,409.0000,-0.0306,0.5370
408.0000,254.0000,254.0000,-0.0306,0.5370
409.0000,335.0000,335.0000,-0.0306,0.5370
410.0000,353.0000,353.0000,0.3871,0.5393
411.0000,283.0000,283.0000,0.3871,0.5393
412.0000,500.0000,500.0000,0.3871,0.5393
413.0000,500.0000,500.0000,0.3871,0.5393
414.0000,347.0000,347.0000,0.3871,0.5393
415.0000,500.0000,500.0000,0.3728,0.5435
416.0000,500.0000,500.0000,0.3728,0.5435
417.0000,500.0000,500.0000,0.3728,0.5435
418.0000,466.0000,466.0000,0.3728,0.5435
419.0000,500.0000,500.0000,0.3728,0.5435
420.0000,500.0000,500.0000,0.3506,0.5482
421.0000,500.0000,500.0000,0.3506,0.5482
422.0000,500.0000,500.0000,0.3506,0.5482
423.0000,411.0000,411.0000,0.3506,0.5482
424.0000,500.0000,500.0000,0.3506,0.5482
425.0000,500.0000,500.0000,0.1862,0.5429
426.0000,500.0000,500.0000,0.1862,0.5429
427.0000,500.0000,500.0000,0.1862,0.5429
428.0000,500.0000,500.0000,0.1862,0.5429
429.0000,500.0000,500.0000,0.1862,0.5429
430.0000,500.0000,500.0000,0.4320,0.5417
431.0000,500.0000,500.0000,0.4320,0.5417
432.0000,500.0000,500.0000,0.4320,0.5417
433.0000,500.0000,500.0000,0.4320,0.5417
434.0000,500.0000,500.0000,0.4320,0.5417
435.0000,392.0000,392.0000,0.1322,0.5371
436.0000,500.0000,500.0000,0.1322,0.5371
437.0000,500.0000,500.0000,0.1322,0.5371
438.0000,500.0000,500.0000,0.1322,0.5371
439.0000,500.0000,500.0000,0.1322,0.5371
440.0000,500.0000,500.0000,0.4891,0.5323
441.0000,500.0000,500.0000,0.4891,0.5323
442.0000,500.0000,500.0000,0.4891,0.5323
443.0000,500.0000,500.0000,0.4891,0.5323
444.0000,500.0000,500.0000,0.4891,0.5323
445.0000,500.0000,500.0000,0.5918,0.5257
446.0000,500.0000,500.0000,0.5918,0.5257
447.0000,500.0000,500.0000,0.5918,0.5257
448.0000,500.0000,500.0000,0.5918,0.5257
449.0000,500.0000,500.0000,0.5918,0.5257
450.0000,500.0000,500.0000,0.2560,0.5267
451.0000,500.0000,500.0000,0.2560,0.5267
452.0000,500.0000,500.0000,0.2560,0.5267
453.0000,500.0000,500.0000,0.2560,0.5267
454.0000,500.0000,500.0000,0.2560,0.5267
455.0000,500.0000,500.0000,0.5187,0.5304
456.0000,500.0000,500.0000,0.5187,0.5304
457.0000,500.0000,500.0000,0.5187,0.5304
458.0000,500.0000,500.0000,0.5187,0.5304
459.0000,500.0000,500.0000,0.5187,0.5304
460.0000,500.0000,500.0000,0.1642,0.5363
461.0000,500.0000,500.0000,0.1642,0.5363
462.0000,317.0000,317.0000,0.1642,0.5363
463.0000,500.0000,500.0000,0.1642,0.5363
464.0000,500.0000,500.0000,0.1642,0.5363
465.0000,500.0000,500.0000,0.5969,0.5271
466.0000,500.0000,500.0000,0.5969,0.5271
467.0000,500.0000,500.0000,0.5969,0.5271
468.0000,500.0000,500.0000,0.5969,0.5271
469.0000,500.0000,500.0000,0.5969,0.5271
470.0000,500.0000,500.0000,0.5966,0.5272
471.0000,500.0000,500.0000,0.5966,0.5272
472.0000,500.0000,500.0000,0.5966,0.5272
473.0000,500.0000,500.0000,0.5966,0.5272
474.0000,500.0000,500.0000,0.5966,0.5272
475.0000,500.0000,500.0000,0.5217,0.5233
476.0000,500.0000,500.0000,0.5217,0.5233
477.0000,500.0000,500.0000,0.5217,0.5233
478.0000,500.0000,500.0000,0.5217,0.5233
479.0000,500.0000,500.0000,0.5217,0.5233
480.0000,500.0000,500.0000,0.2698,0.5263
481.0000,500.0000,500.0000,0.2698,0.5263
482.0000,500.0000,500.0000,0.2698,0.5263
483.0000,500.0000,500.0000,0.2698,0.5263
484.0000,500.0000,500.0000,0.2698,0.5263
485.0000,500.0000,500.0000,0.3906,0.5287
486.0000,500.0000,500.0000,0.3906,0.5287
487.0000,500.0000,500.0000,0.3906,0.5287
488.0000,500.0000,500.0000,0.3906,0.5287
489.0000,500.0000,500.0000,0.3906,0.5287
490.0000,500.0000,500.0000,0.3884,0.5261
491.0000,500.0000,500.0000,0.3884,0.5261
492.0000,314.0000,314.0000,0.3884,0.5261
493.0000,500.0000,500.0000,0.3884,0.5261
494.0000,500.0000,500.0000,0.3884,0.5261
495.0000,500.0000,500.0000,0.3638,0.5199
496.0000,500.0000,500.0000,0.3638,0.5199
497.0000,500.0000,500.0000,0.3638,0.5199
498.0000,500.0000,500.0000,0.3638,0.5199
499.0000,500.0000,500.0000,0.3638,0.5199
500.0000,500.0000,500.0000,0.2220,0.5292
501.0000,500.0000,500.0000,0.2220,0.5292
502.0000,500.0000,500.0000,0.2220,0.5292
503.0000,500.0000,500.0000,0.2220,0.5292
504.0000,500.0000,500.0000,0.2220,0.5292
505.0000,500.0000,500.0000,0.4756,0.5363
506.0000,500.0000,500.0000,0.4756,0.5363
507.0000,500.0000,500.0000,0.4756,0.5363
508.0000,500.0000,500.0000,0.4756,0.5363
509.0000,500.0000,500.0000,0.4756,0.5363
510.0000,500.0000,500.0000,0.0472,0.5473
511.0000,500.0000,500.0000,0.0472,0.5473
512.0000,500.0000,500.0000,0.0472,0.5473
513.0000,500.0000,500.0000,0.0472,0.5473
514.0000,500.0000,500.0000,0.0472,0.5473
515.0000,305.0000,305.0000,0.3360,0.5341
516.0000,500.0000,500.0000,0.3360,0.5341
517.0000,500.0000,500.0000,0.3360,0.5341
518.0000,500.0000,500.0000,0.3360,0.5341
519.0000,500.0000,500.0000,0.3360,0.5341
520.0000,500.0000,500.0000,0.8729,0.5170
521.0000,500.0000,500.0000,0.8729,0.5170
522.0000,500.0000,500.0000,0.8729,0.5170
523.0000,500.0000,500.0000,0.8729,0.5170
524.0000,500.0000,500.0000,0.8729,0.5170
525.0000,500.0000,500.0000,0.5944,0.5224
526.0000,500.0000,500.0000,0.5944,0.5224
527.0000,500.0000,500.0000,0.5944,0.5224
528.0000,500.0000,500.0000,0.5944,0.5224
529.0000,500.0000,500.0000,0.5944,0.5224
530.0000,500.0000,500.0000,0.1672,0.5142
531.0000,500.0000,500.0000,0.1672,0.5142
532.0000,500.0000,500.0000,0.1672,0.5142
533.0000,500.0000,500.0000,0.1672,0.5142
534.0000,500.0000,500.0000,0.1672,0.5142
535.0000,500.0000,500.0000,0.4084,0.5176
536.0000,500.0000,500.0000,0.4084,0.5176
537.0000,500.0000,500.0000,0.4084,0.5176
538.0000,500.0000,500.0000,0.4084,0.5176
539.0000,500.0000,500.0000,0.4084,0.5176
540.0000,500.0000,500.0000,0.2548,0.5182
541.0000,500.0000,500.0000,0.2548,0.5182
542.0000,500.0000,500.0000,0.2548,0.5182
543.0000,500.0000,500.0000,0.2548,0.5182
544.0000,500.0000,500.0000,0.2548,0.5182
545.0000,500.0000,500.0000,0.0373,0.5220
546.0000,500.0000,500.0000,0.0373,0.5220
547.0000,500.0000,500.0000,0.0373,0.5220
548.0000,500.0000,500.0000,0.0373,0.5220
549.0000,500.0000,500.0000,0.0373,0.5220
550.0000,500.0000,500.0000,0.2819,0.5346
551.0000,227.0000,227.0000,0.2819,0.5346
552.0000,500.0000,500.0000,0.2819,0.5346
553.0000,500.0000,500.0000,0.2819,0.5346
554.0000,500.0000,500.0000,0.2819,0.5346
555.0000,500.0000,500.0000,0.7753,0.5256
