Episode, Reward, Steps, Loss, Entropy
519.0000,500.0000,500.0000,-0.9935,0.5447
520.0000,500.0000,500.0000,2.2506,0.5426
521.0000,58.0000,58.0000,8.3217,0.4496
522.0000,500.0000,500.0000,-12.1524,0.5360
523.0000,415.0000,415.0000,4.1631,0.5377
524.0000,310.0000,310.0000,-2.4597,0.5382
525.0000,431.0000,431.0000,-8.3997,0.5624
526.0000,500.0000,500.0000,-15.5913,0.5292
527.0000,427.0000,427.0000,4.2743,0.5357
528.0000,249.0000,249.0000,-2.0287,0.5361
529.0000,264.0000,264.0000,6.6477,0.5350
530.0000,221.0000,221.0000,-3.7037,0.5325
531.0000,208.0000,208.0000,-9.7137,0.5225
532.0000,191.0000,191.0000,-6.0275,0.5405
533.0000,169.0000,169.0000,-0.0982,0.5198
534.0000,174.0000,174.0000,7.7109,0.5010
535.0000,198.0000,198.0000,-2.6747,0.5484
536.0000,164.0000,164.0000,2.6959,0.5158
537.0000,157.0000,157.0000,3.2534,0.5130
538.0000,184.0000,184.0000,3.0643,0.5354
539.0000,182.0000,182.0000,-4.5696,0.5341
540.0000,169.0000,169.0000,-1.9585,0.5243
541.0000,145.0000,145.0000,2.0950,0.5296
542.0000,151.0000,151.0000,1.0706,0.5247
